Rank	Pert_id	Drug	rRGES	moa
2386	BRD-A29644307	nomifensine	-0.4308559057482458	Dopamine receptor antagonist|Noradrenaline uptake inhibitor
2387	BRD-K32043164	VU-0415012	-0.4308378015211835	-
2388	BRD-K58318000	BRD-K58318000	-0.4308183056540105	-
2389	BRD-K00532621	midazolam	-0.43080363215636663	Benzodiazepine receptor agonist
2390	BRD-K27184429	levocetirizine	-0.4307642145919585	Histamine receptor antagonist
2391	BRD-K49861754	BRD-K49861754	-0.43075644459886897	-
2392	BRD-K88622704	BRD-K88622704	-0.43073075910926606	-
2393	BRD-K51671335	sulpiride	-0.43072594935822983	Dopamine receptor antagonist
2394	BRD-K70792160	10-DEBC	-0.4307226617439372	-
2395	BRD-K53142391	BRD-K53142391	-0.4307168942759436	-
2396	BRD-A83081521	finasteride	-0.4306655561210519	5 alpha reductase inhibitor
2397	BRD-K69501658	BRD-K69501658	-0.4306563727472184	-
2398	BRD-K79070828	TUL-XIX029	-0.4306475634256287	-
2399	BRD-K57285282	JAS07-006	-0.430632284813709	-
2400	BRD-K18865856	BRD-K18865856	-0.43061353188822055	-
2401	BRD-K63151507	MNITMT	-0.43061098903239	-
2402	BRD-A71816415	pravastatin	-0.4305782101864494	HMGCR inhibitor
2403	BRD-A73741725	exemestane	-0.430576771751115	Aromatase inhibitor
2404	BRD-K70301876	escitalopram	-0.43057573266751586	Selective serotonin reuptake inhibitor (SSRI)
2405	BRD-K23913458	coumarin	-0.43054410375548063	Vitamin K antagonist
2406	BRD-K25591257	resveratrol	-0.4305370282519663	Cytochrome P450 inhibitor
2407	BRD-K23149109	BRD-K23149109	-0.4305205113492089	-
2408	BRD-K61921568	BRD-K61921568	-0.43051864388509825	-
2409	BRD-K61718261	BRD-K61718261	-0.43050229101988163	-
2410	BRD-K70557564	zosuquidar	-0.43050206348607334	P-glycoprotein inhibitor
2411	BRD-K59273480	propentofylline	-0.43048465992997975	Adenosine receptor antagonist|Phosphodiesterase inhibitor
2412	BRD-K00312224	PPT	-0.4304821844088562	-
2413	BRD-K87403606	BRD-K87403606	-0.43039243910853403	-
2414	BRD-K18761689	BRD-K18761689	-0.4303315880441792	-
2415	BRD-K51476772	ST-638	-0.43032320372054084	-
2416	BRD-K09537769	NU-7026	-0.43030876424336506	-
2417	BRD-K53987746	BRD-K53987746	-0.4302986142362483	-
2418	BRD-K28284219	BRD-K28284219	-0.4302689976159288	-
2419	BRD-K68833544	BRD-K68833544	-0.4302601527324395	-
2420	BRD-K55557659	BRD-K55557659	-0.4302395053029681	-
2421	BRD-A02333338	cyclopamine	-0.4302262884019873	Smoothened receptor antagonist
2422	BRD-K31887147	BRD-K31887147	-0.43021881659844263	-
2423	BRD-K95673125	BRD-K95673125	-0.4302168269601578	-
2424	BRD-K60070073	BRD-K60070073	-0.43019115068595987	-
2425	BRD-K86595100	chlordiazepoxide	-0.4301237488270796	Benzodiazepine receptor agonist
2426	BRD-K08556791	ethoprop	-0.43011040788750515	Acetylcholinesterase inhibitor
2427	BRD-K32610195	androstenedione	-0.4300719702701587	Cytochrome P450 inhibitor
2428	BRD-K41668190	BRD-K41668190	-0.4300517918764015	-
2429	BRD-K48195008	ethinylestradiol	-0.4300403592563171	-
2430	BRD-K79930101	GW-583340	-0.42994608636398035	-
2431	BRD-K49668410	clarithromycin	-0.42989700630148314	-
2432	BRD-K86887724	dofetilide	-0.42986365788355646	Potassium channel antagonist
2433	BRD-K93215584	BRD-K93215584	-0.4298436058679447	-
2434	BRD-K64157027	ZD-2079	-0.42980165839641193	-
2435	BRD-K90733503	cefalexin	-0.42975357911006434	-
2436	BRD-K12707296	BRD-K12707296	-0.4297125328817176	-
2437	BRD-K69888333	BRD-K69888333	-0.4297057458111462	-
2438	BRD-K22006123	BRD-K22006123	-0.42970285770804195	-
2439	BRD-K18799075	BAY-59-3074	-0.4296685878035335	-
2440	BRD-K39010473	BRD-K39010473	-0.42964106854115924	-
2441	BRD-K74284736	L-689560	-0.42962900132153614	-
2442	BRD-K99311057	CD-00491SC	-0.4296011692226982	-
2443	BRD-K56509348	BMS-182874	-0.42958334898674433	-
2444	BRD-K74765201	tomelukast	-0.4295436699887558	Leukotriene receptor antagonist
2445	BRD-K76236182	BRD-K76236182	-0.429542070039768	-
2446	BRD-A69470004	BRD-A69470004	-0.4295341748094361	-
2447	BRD-K11795542	BRD-K11795542	-0.429476363162494	-
2448	BRD-K26664453	cytochalasin-b	-0.42947369973872046	-
2449	BRD-K19410523	BRD-K19410523	-0.42937543830555114	-
2450	BRD-K91623615	ABT-751	-0.4293513942399119	-
2451	BRD-K31286015	BRD-K31286015	-0.4293398091011011	-
2452	BRD-K60297835	BRD-K60297835	-0.42930286352032243	-
2453	BRD-K15885023	BRD-K15885023	-0.42927377976002024	-
2454	BRD-A68890828	BRD-A68890828	-0.42925203664951606	-
2455	BRD-K16478699	PLX-4720	-0.42924418462396974	-
2456	BRD-K58550667	FK-866	-0.42921036296361714	-
2457	BRD-U01690642	acetyl-geranyl-cysteine	-0.4292095265571108	-
2458	BRD-K51485625	ritonavir	-0.4291992616403749	HIV protease inhibitor
2459	BRD-A90799790	isradipine	-0.42918874962523185	Calcium channel blocker
2460	BRD-K05323277	MW-STK33-22	-0.42914557459768965	-
2461	BRD-A74642112	rathyronine	-0.42912765501720274	-
2462	BRD-K45878950	YL-53	-0.42905648551993436	-
2463	BRD-K41567364	SB-334867	-0.4290368391118171	-
2464	BRD-K72192970	ST-019365	-0.42902845181894306	-
2465	BRD-K75418381	BRD-K75418381	-0.4290258756145598	-
2466	BRD-K10355322	BRD-K10355322	-0.42902112665884823	-
2467	BRD-K63874012	thioperamide	-0.42901332003345927	Histamine receptor antagonist
2468	BRD-A14574269	UB-165	-0.4290021462422522	-
2469	BRD-K12184470	flunarizine	-0.4289930722149788	Calcium channel blocker
2470	BRD-K09631521	thiotepa	-0.42897459870546906	Cytochrome P450 inhibitor
2471	BRD-K05181084	NGB-2904	-0.4289675629542546	-
2472	BRD-U32365159	XMD-1527	-0.42894771558378153	-
2473	BRD-K02275692	cefotiam	-0.42894061221054036	Bacterial cell wall synthesis inhibitor
2474	BRD-K73418978	BRD-K73418978	-0.42888645838755207	-
2475	BRD-K28346421	rifapentine	-0.4288485543261765	RNA polymerase inhibitor
2476	BRD-A53107311	BRD-A53107311	-0.42883415830797644	-
2477	BRD-K30715099	BRD-K30715099	-0.428825115135213	-
2478	BRD-A32164164	methyllycaconitine	-0.42881618464780613	Acetylcholine receptor antagonist
2479	BRD-A46186775	hydrocortisone	-0.42880921085025836	Glucocorticoid receptor agonist
2480	BRD-K89046952	ciclacillin	-0.42880222509761484	Bacterial cell wall synthesis inhibitor
2481	BRD-K24346336	BRD-K24346336	-0.42879588959852905	-
2482	BRD-A75552914	isoxicam	-0.42877370707324475	Cyclooxygenase inhibitor
2483	BRD-K05402890	BRD-K05402890	-0.428717371366545	-
2484	BRD-K95609758	BMS-191011	-0.42869340218459134	-
2485	BRD-A31801025	formestane	-0.42867185067966235	Aromatase inhibitor
2486	BRD-K40902647	vincamine	-0.4286682974589672	Adrenergic receptor antagonist
2487	BRD-K89274813	DMP-543	-0.42866527423045725	-
2488	BRD-A42423104	benproperine	-0.428629584757617	Antitussive
2489	BRD-K91696562	orantinib	-0.4286295216014267	PDGFR inhibitor|FGFR inhibitor|VEGFR inhibitor
2490	BRD-K72505034	BRD-K72505034	-0.42861469205133296	-
2491	BRD-K56851771	enzalutamide	-0.4285944795915787	Androgen receptor antagonist
2492	BRD-K89451433	BRD-K89451433	-0.428573396024675	-
2493	BRD-K63178889	BRD-K63178889	-0.42855513690035146	-
2494	BRD-A71171460	UGISS-186	-0.428547532655287	-
2495	BRD-K15250199	BRD-K15250199	-0.4285362062599346	-
2496	BRD-K87338781	BRD-K87338781	-0.42852141808539373	-
2497	BRD-K41227865	ST-4039884	-0.4284968095112489	-
2498	BRD-K97688263	benzamil	-0.4284803809516729	Sodium channel blocker
2499	BRD-K89225759	cuneatin	-0.4284317979129703	-
2500	BRD-K91290917	amodiaquine	-0.4284137290690698	Histamine receptor agonist
2501	BRD-K95349679	BRD-K95349679	-0.42840867271401173	-
2502	BRD-K33882852	ZK-93423	-0.42839048668544455	-
2503	BRD-K67439147	SIB-1893	-0.42837047128735095	-
2504	BRD-A39052811	mosapride	-0.4283320407544244	Serotonin receptor agonist
2505	BRD-K06652922	BRD-K06652922	-0.4283169290917692	-
2506	BRD-K40530731	hyoscyamine	-0.42830699820094414	Acetylcholine receptor antagonist
2507	BRD-A88080608	equilin	-0.42830142987745323	Estrogen receptor agonist
2508	BRD-K98157055	SIB-1757	-0.42827424880523235	-
2509	BRD-K44696931	BRD-K44696931	-0.4282640669440276	-
2510	BRD-K29767311	BRD-K29767311	-0.42820085946579245	-
2511	BRD-K92932331	BRD-K92932331	-0.4281859059960728	-
2512	BRD-K18964980	TUL-XX025TFA	-0.4281838627746488	-
2513	BRD-K98426715	tubacin	-0.4281758634931337	HDAC inhibitor
2514	BRD-K96319534	phentermine	-0.4281555693005532	Dopamine receptor antagonist|Serotonin reuptake inhibitor
2515	BRD-K30649484	mafenide	-0.4281382055327872	Carbonic anhydrase inhibitor
2516	BRD-A09925278	etilefrine	-0.4281320999278723	Adrenergic receptor agonist
2517	BRD-K73155123	BRD-K73155123	-0.42812939226540725	-
2518	BRD-A25829966	BRD-A25829966	-0.42811059075683533	-
2519	BRD-K96119599	leucodin	-0.4280977108882655	Melanin inhibitor
2520	BRD-A63836183	PD-123319	-0.4280855294353158	-
2521	BRD-K30468800	BRD-K30468800	-0.4280730567689991	-
2522	BRD-K15440898	BRD-K15440898	-0.4279756133042957	-
2523	BRD-A87848830	bimatoprost	-0.427960935822453	Prostanoid receptor agonist
2524	BRD-K18135438	chenodeoxycholic-acid	-0.42795891772498174	-
2525	BRD-K82562631	tolmetin	-0.4279416709274977	Cyclooxygenase inhibitor
2526	BRD-K05977823	tenovins	-0.42784510627157707	SIRT inhibitor|p53 activator
2527	BRD-K59197931	naproxen	-0.4278335149993351	Cyclooxygenase inhibitor
2528	BRD-K63220166	BRD-K63220166	-0.4278249386942764	-
2529	BRD-A94709349	metaxalone	-0.4277494880733406	Muscle relaxant
2530	BRD-K96621343	BRD-K96621343	-0.4277475691775233	-
2531	BRD-K86727142	embelin	-0.4277386743390147	HCV inhibitor|XIAP inhibitor
2532	BRD-K90553655	testosterone	-0.427731716170969	Aromatase inhibitor
2533	BRD-A66199457	asiaticoside	-0.4277026055085084	Carcinogen
2534	BRD-K24053449	BRD-K24053449	-0.427700888806528	-
2535	BRD-K76935234	BRD-K76935234	-0.42768308327108273	-
2536	BRD-K36965586	m-chlorophenylbiguanide	-0.42760511567968656	Serotonin receptor agonist
2537	BRD-K84085265	CG-930	-0.42756573431966444	-
2538	BRD-K39391626	ethylestrenol	-0.4275653906027135	Progesterone receptor agonist
2539	BRD-K16195444	oxymetazoline	-0.4275533794706159	Adrenergic receptor agonist
2540	BRD-A69421747	BRD-A69421747	-0.42754550608785585	-
2541	BRD-K13664374	dichloroacetic-acid	-0.427544195137512	PDK inhibitor
2542	BRD-K93123848	CHIR-265	-0.42749863492842766	-
2543	BRD-K09471561	levofloxacin	-0.42749187154563073	Bacterial DNA Gyrase inhibitor
2544	BRD-A64125466	dehydrocholic-acid	-0.42748439111056996	-
2545	BRD-K79235952	BRD-K79235952	-0.4274688324794469	-
2546	BRD-K77032321	BRD-K77032321	-0.427454219227496	-
2547	BRD-A83255679	BRD-A83255679	-0.42743452651480984	-
2548	BRD-K36638830	anabasine	-0.42741497713391013	-
2549	BRD-A61599461	BRD-A61599461	-0.4273917193177011	-
2550	BRD-A78303415	hyoscyamine	-0.4273811114243761	Acetylcholine receptor antagonist
2551	BRD-K24656285	farnesol	-0.4273573915290499	FXR agonist|Monoamine oxidase inhibitor|NFKB activator|PPAR receptor agonist
2552	BRD-K43860855	iobenguane	-0.42735005031003814	Carcinogen
2553	BRD-A84475555	VU-0402605	-0.42728673205831813	-
2554	BRD-K77998258	ganglioside	-0.4272627694493893	Src activator
2555	BRD-K32949592	BRD-K32949592	-0.42725945744220706	-
2556	BRD-A63546914	RO-04-5595	-0.427223944895064	-
2557	BRD-K48016779	BRD-K48016779	-0.42719891111327185	-
2558	BRD-K02113384	PSH-012	-0.4271899352030058	-
2559	BRD-A04308630	genipin	-0.4271737487322304	-
2560	BRD-A76528577	vincristine	-0.42716237184843886	Tubulin inhibitor
2561	BRD-K33459542	ditolylguanidine	-0.4271414722954469	Sigma receptor agonist
2562	BRD-K64935403	ebelactone-b	-0.42710064430012734	Lipase inhibitor
2563	BRD-K21009077	BRD-K21009077	-0.42707598025011806	-
2564	BRD-K50128260	sildenafil	-0.4270017088466163	Phosphodiesterase inhibitor
2565	BRD-A93893742	EMF-sumo1-2	-0.4269886612992227	-
2566	BRD-K00859168	BRD-K00859168	-0.42690812665379857	-
2567	BRD-K02404261	caffeine	-0.4269000793245851	Adenosine receptor antagonist|Phosphodiesterase inhibitor
2568	BRD-K30381384	BRD-K30381384	-0.4268847022452325	-
2569	BRD-K28610502	RAN-05	-0.42687923506609543	-
2570	BRD-K70693222	BRD-K70693222	-0.4268468259534781	-
2571	BRD-A39268308	epibatidine	-0.4268063298223665	Acetylcholine receptor agonist
2572	BRD-K02965346	SU-11274	-0.4267942587489828	-
2573	BRD-K47764688	BRD-K47764688	-0.426784676149295	-
2574	BRD-K99530743	BRD-K99530743	-0.4267736945524973	-
2575	BRD-K68341547	W-9	-0.42672018922261523	-
2576	BRD-A89047717	KU-C103654	-0.42667543122662926	-
2577	BRD-K47539947	tetradecylthioacetic-acid	-0.4266618885569743	Lipid peroxidase inhibitor
2578	BRD-K73709114	BRD-K73709114	-0.4266526673337695	-
2579	BRD-A45499626	UBP-302	-0.4266370528066434	-
2580	BRD-K34388789	BRD-K34388789	-0.42658327566401466	-
2581	BRD-K09497549	kawain	-0.4265127310489017	Calcium channel blocker|MTOR inhibitor|Sodium channel inhibitor
2582	BRD-A43087975	BRD-A43087975	-0.4265007592436634	-
2583	BRD-A90490067	fulvestrant	-0.4265004781718866	Estrogen receptor antagonist
2584	BRD-K59633790	VU-0420363-1	-0.4264624485903153	-
2585	BRD-K52836380	AZD-7545	-0.42645884936028233	-
2586	BRD-K14790374	BRD-K14790374	-0.4264394848209372	-
2587	BRD-K81376179	TCS-359	-0.426406197822334	-
2588	BRD-K82941592	rosuvastatin	-0.42637392069211666	HMGCR inhibitor
2589	BRD-K53792571	inhibitor-BEC	-0.4263703122342423	-
2590	BRD-K93578426	BRD-K93578426	-0.4263490073711073	-
2591	BRD-K46317332	proadifen	-0.426347739245133	Nitric oxide synthase inhibitor
2592	BRD-K06198550	isorotenone	-0.42634131009590376	Mitochondrial inhibitor|NADH-ubiquinone oxidoreductase (Complex I) inhibitor
2593	BRD-K85266041	DNQX	-0.4263165660523483	-
2594	BRD-A42346008	metanephrine	-0.426294065561539	Epinephrine metabolite
2595	BRD-K54674709	BRD-K54674709	-0.42627854511970953	-
2596	BRD-K85580279	BRD-K85580279	-0.42627269597365974	-
2597	BRD-K75615183	talipexole	-0.42627030316712433	Adrenergic receptor agonist|Dopamine receptor agonist
2598	BRD-K95606637	BRD-K95606637	-0.4262701819298467	-
2599	BRD-K05542495	BRD-K05542495	-0.42626912022920044	-
2600	BRD-K21971034	OM-137	-0.4262392631807699	-
2601	BRD-K70577657	H-9	-0.42620040128235703	-
2602	BRD-K70229243	BRD-K70229243	-0.4261794819210571	-
2603	BRD-K83322645	L-693403	-0.4261774223659752	-
2604	BRD-K80970344	pyrrolidine-dithiocarbamate	-0.42617383026680694	NFKB inhibitor
2605	BRD-A72988804	tiaprofenic-acid	-0.42616593422921506	Cyclooxygenase inhibitor
2606	BRD-K02175743	BRD-K02175743	-0.42608003361905245	-
2607	BRD-K95976153	BRD-K95976153	-0.4260552018303298	-
2608	BRD-K36363294	GSK1210151A	-0.4260459853313667	-
2609	BRD-K35430135	SR-59230A	-0.42604454460332875	-
2610	BRD-K43978949	PIT	-0.42604243257711727	-
2611	BRD-K04218075	clomifene	-0.4259785832694141	Estrogen receptor antagonist
2612	BRD-K22337096	phenylalanyltyrosine	-0.425970868058621	-
2613	BRD-A87606379	nadolol	-0.4259662884104421	Adrenergic receptor antagonist
2614	BRD-K98546361	BRD-K98546361	-0.42595798320442985	-
2615	BRD-K69690935	curcumin	-0.4258985671206499	Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFKB inhibitor
2616	BRD-K46424862	hymecromone	-0.4258808182183462	Monoamine oxidase inhibitor
2617	BRD-A25576662	streptozotocin	-0.42586937874110575	DNA alkylating agent
2618	BRD-A54632525	BRD-A54632525	-0.4258562878643238	-
2619	BRD-K77987382	mebendazole	-0.4258335766873024	Tubulin inhibitor
2620	BRD-K84301121	BRD-K84301121	-0.4258134860707949	-
2621	BRD-K11911061	GR-127935	-0.4257910414526046	-
2622	BRD-A26097136	bulleyaconitine-a	-0.42576912974424597	Analgesic
2623	BRD-K95561591	BRD-K95561591	-0.4257296721278074	-
2624	BRD-K63089472	farnesylthioacetic-acid	-0.4257217534685378	-
2625	BRD-A93255169	thalidomide	-0.4256907065944175	TNF inhibitor
2626	BRD-K92895207	FU-JMBII227B	-0.42562701756451804	-
2627	BRD-K17674993	diflorasone	-0.42554330221831765	Glucocorticoid receptor agonist
2628	BRD-K41845021	BRD-K41845021	-0.425495915411877	-
2629	BRD-K12765235	carbenoxolone	-0.4254777551670809	11-beta-HSD1 inhibitor
2630	BRD-K42629487	BRD-K42629487	-0.42545012565711676	-
2631	BRD-K35586044	yohimbine	-0.42544746148021567	Adrenergic receptor antagonist
2632	BRD-A67862938	naftidrofuryl	-0.42544613010013155	Adrenergic receptor antagonist
2633	BRD-K27520107	BRD-K27520107	-0.42541208041115325	-
2634	BRD-K91355947	BRD-K91355947	-0.42540819188855145	-
2635	BRD-K64236792	austricine	-0.42540261889847175	Hypolipidemic
2636	BRD-K57016430	BRD-K57016430	-0.4253424967394775	-
2637	BRD-K40955748	BRD-K40955748	-0.4253364994316519	-
2638	BRD-A72066420	mifobate	-0.42532804814389963	PPAR receptor antagonist
2639	BRD-K34452916	FU-JMBII127B	-0.42531978356475963	-
2640	BRD-K76064317	tyrphostin-AG-1296	-0.4252318877253754	-
2641	BRD-K08316444	rotenone	-0.4252224608404687	Mitochondrial inhibitor
2642	BRD-K73304092	BRD-K73304092	-0.42513795347823097	-
2643	BRD-K30743633	TCPOBOP	-0.4250915257664337	-
2644	BRD-K48923948	BMS-641988	-0.42506577695344855	-
2645	BRD-K53461563	BRD-K53461563	-0.42505982343786813	-
2646	BRD-A55609290	BRD-A55609290	-0.4250033683738148	-
2647	BRD-A77299732	salubrinal	-0.42498355645135477	Eukaryotic translation initiation factor inhibitor
2648	BRD-K88008216	BRD-K88008216	-0.42498090502376346	-
2649	BRD-K72703948	ZM-447439	-0.42497057056780607	-
2650	BRD-K32330832	VER-155008	-0.42496130646662206	-
2651	BRD-A62890442	3-methyl-GABA	-0.42495875581809933	-
2652	BRD-A49906757	scopolamine	-0.4249582416992485	Acetylcholine receptor antagonist
2653	BRD-K09661167	BRD-K09661167	-0.4249533913130296	-
2654	BRD-A51666293	BRD-A51666293	-0.42494403205199544	-
2655	BRD-A02176148	tubaic-acid	-0.4249010023318856	Mitochondrial inhibitor|NADH-ubiquinone oxidoreductase (Complex I) inhibitor
2656	BRD-K99498722	NPI-2358	-0.4248862584577449	-
2657	BRD-K89853519	fisetinidol	-0.42488073762842726	-
2658	BRD-K89708791	rifaximin	-0.42483985270049496	RNA synthesis inhibitor
2659	BRD-K14200658	syrosingopine	-0.42482239450495374	Vesicular monoamine transporter inhibitor
2660	BRD-K00184207	GR-206	-0.42480890308030617	-
2661	BRD-K39687892	BRD-K39687892	-0.42476393811746294	-
2662	BRD-K08325710	BRD-K08325710	-0.42473468474767845	-
2663	BRD-K46068882	eugenitol	-0.424684209806271	Androgen receptor antagonist|Bacterial quorum sensing inhibitor|Chromone|Monoamine oxidase inhibitor
2664	BRD-K99451608	lopinavir	-0.4246684518873286	HIV inhibitor
2665	BRD-K14048378	BRD-K14048378	-0.42466321103392324	-
2666	BRD-K81729199	AQ-RA741	-0.42466270581647664	-
2667	BRD-K59331372	SB-366791	-0.42466169066351467	-
2668	BRD-K15428056	BRD-K15428056	-0.424655428716634	-
2669	BRD-K39232234	KU-C104123	-0.42465105840709705	-
2670	BRD-A54236247	racephedrine	-0.42462368301046716	Adrenergic receptor agonist
2671	BRD-K43736954	cortisone	-0.4245970918853017	Androgen receptor antagonist
2672	BRD-K88568253	iproniazid	-0.42451858600293446	Monoamine oxidase inhibitor
2673	BRD-K75296800	BRD-K75296800	-0.42449920528107365	-
2674	BRD-A68929948	DAPT-GSI-IX	-0.42444727758251755	-
2675	BRD-K99381377	BRD-K99381377	-0.42441799881790593	-
2676	BRD-K93875449	BRD-K93875449	-0.4243906570242963	-
2677	BRD-K36395411	SB-206553	-0.42438435777004563	-
2678	BRD-A45206415	BRD-A45206415	-0.4243827796968914	-
2679	BRD-K80307267	tetramethyl-haematoxylone	-0.42437426967131125	-
2680	BRD-K95517054	SD-6-035-A6	-0.42437222816088005	-
2681	BRD-K70751730	BRD-K70751730	-0.4243462373204265	-
2682	BRD-K28120222	parthenolide	-0.4243455351331678	NFKB inhibitor
2683	BRD-K99303177	BRD-K99303177	-0.42432965040298476	-
2684	BRD-K08973992	linoleic-acid	-0.4243260832327419	Oxidizing agent
2685	BRD-K10057859	BRD-K10057859	-0.4243202838468306	-
2686	BRD-K35531059	molsidomine	-0.42430599854136614	Guanylyl cyclase activator
2687	BRD-K71382703	BRD-K71382703	-0.4241981897858708	-
2688	BRD-A78391468	prednisolone	-0.4241799096337295	Glucocorticoid receptor agonist
2689	BRD-A64933752	CV-1808	-0.42411740344666216	-
2690	BRD-A74904029	EI-231	-0.42411569043205155	-
2691	BRD-K01567962	pyrazolanthrone	-0.424109554045049	JNK inhibitor
2692	BRD-K34966483	MW-STK33-3A	-0.4240786389512908	-
2693	BRD-K34995470	SU-1498	-0.42407623870118644	-
2694	BRD-K95237249	probenecid	-0.42406623212552574	Uricosuric
2695	BRD-K73991644	isoquercetin	-0.4240581662210749	Aldose reductase inhibitor
2696	BRD-K62363391	dapsone	-0.4240052744582799	Bacterial antifolate
2697	BRD-K96720755	relcovaptan	-0.4239948297731456	Vasopressin receptor antagonist
2698	BRD-K70976396	cefoxitin	-0.4239868321857486	Bacterial cell wall synthesis inhibitor
2699	BRD-K25906698	immepip	-0.42397830085606997	Histamine receptor agonist
2700	BRD-K11373525	ZD-7155	-0.4239716602558731	-
2701	BRD-K63195589	tipifarnib	-0.42396734070780934	Farnesyltransferase inhibitor
2702	BRD-K93760529	BRD-K93760529	-0.42388182530744833	-
2703	BRD-K26573499	DMAB-anabaseine	-0.42385811912778854	-
2704	BRD-K70503895	BRD-K70503895	-0.4238472990986537	-
2705	BRD-K84855138	BRD-K84855138	-0.4238472275647462	-
2706	BRD-K44812652	BRD-K44812652	-0.4238293317326669	-
2707	BRD-A06390036	hydroquinidine	-0.4238076954793032	Antiarrhythmic
2708	BRD-K39829853	BRD-K39829853	-0.42378584725949436	-
2709	BRD-K64044582	linoleamide	-0.42364871842559776	ACAT inhibitor
2710	BRD-A56245458	reichstein	-0.4236128427103151	Androgen receptor antagonist
2711	BRD-A66846505	BRD-A66846505	-0.4236075540727711	-
2712	BRD-K46872340	KU-C103672	-0.42360694693454304	-
2713	BRD-K59036917	BRD-K59036917	-0.4235970060401579	-
2714	BRD-A85234536	N6-cyclopentyladenosine	-0.42359087309848126	-
2715	BRD-K63770300	BRD-K63770300	-0.42358778234346284	-
2716	BRD-A65076780	dihydroergocristine	-0.42352923557014305	-
2717	BRD-K82143716	flucytosine	-0.42350760663500076	Antifungal
2718	BRD-A68318914	5-methylhydantoin	-0.4235007945631148	-
2719	BRD-K24526313	levcromakalim	-0.42347033347877333	Potassium channel activator
2720	BRD-A19918940	lomatin	-0.4234327779943427	-
2721	BRD-A94451536	2-fluoropalmitic-acid	-0.4234256397346183	-
2722	BRD-K86086851	KU-C104145	-0.4234193980703363	-
2723	BRD-K97522823	BRD-K97522823	-0.4234142211302203	-
2724	BRD-A37867643	safrolglycol	-0.4233852640461292	-
2725	BRD-K59761766	BRD-K59761766	-0.4233612149086063	-
2726	BRD-A96799240	4-hydroxyretinoic-acid	-0.42327941745165143	-
2727	BRD-K57631554	aminolevulinic-acid	-0.4232779284119754	Oxidizing agent
2728	BRD-K51575138	TPCA-1	-0.4232749287820637	-
2729	BRD-K23774426	BRD-K23774426	-0.4232696617331483	-
2730	BRD-K28800414	BRD-K28800414	-0.4232211592207272	-
2731	BRD-K30563334	rifabutin	-0.4231937929284351	Protein synthesis inhibitor
2732	BRD-K41160163	fenobam	-0.4231904460011516	Glutamate receptor antagonist
2733	BRD-K72895815	SSR-69071	-0.42316214109967226	-
2734	BRD-K50720187	flupirtine	-0.42309116647388695	Glutamate receptor antagonist
2735	BRD-K02227374	milnacipran	-0.42306295780421466	Serotonin receptor antagonist
2736	BRD-K51189903	BRD-K51189903	-0.4230304698949271	-
2737	BRD-K06311439	BRD-K06311439	-0.4230084500086661	-
2738	BRD-K84874839	BRD-K84874839	-0.4229971226485035	-
2739	BRD-K72462751	BRD-K72462751	-0.4229645484526077	-
2740	BRD-A01295252	trans-7-hydroxy-pipat	-0.42295264908670416	-
2741	BRD-A25736793	BRD-A25736793	-0.42294368832669177	-
2742	BRD-A62021152	WAY-161503	-0.4229359020877898	-
2743	BRD-K71746288	BRD-K71746288	-0.42287835183649913	-
2744	BRD-K34157611	cimetidine	-0.4228767383213543	Histamine receptor antagonist
2745	BRD-A71203467	l-stepholidine	-0.4227480802058683	-
2746	BRD-K36022244	BRD-K36022244	-0.4227116891177956	-
2747	BRD-K00824317	fludroxycortide	-0.4226419742557393	-
2748	BRD-K16180117	BRD-K16180117	-0.42262654207459627	-
2749	BRD-K57200229	SD-6-035-B3	-0.4226126523557734	-
2750	BRD-K20923001	BRD-K20923001	-0.42256048125140644	-
2751	BRD-K26822808	BRD-K26822808	-0.42255941566831345	-
2752	BRD-K31611373	fluprostenol	-0.4225516021815504	Prostanoid receptor agonist
2753	BRD-K23582869	BRD-K23582869	-0.4225414433111523	-
2754	BRD-K30993697	SC-I-004	-0.42252294067478424	-
2755	BRD-K74141488	naftifine	-0.42251932749928767	Fungal squalene epoxidase inhibitor
2756	BRD-A19248578	latrunculin-b	-0.4225160765645615	-
2757	BRD-A05874290	DL-TBOA	-0.4224954955545003	-
2758	BRD-A67306036	BRD-A67306036	-0.42248562808628215	-
2759	BRD-K18742343	H-8	-0.42245475811119026	-
2760	BRD-K97149069	BRD-K97149069	-0.4224225009414608	-
2761	BRD-A16820783	BRD-A16820783	-0.42240077037653895	-
2762	BRD-K12120659	GR-144053	-0.42237977954785183	-
2763	BRD-K60772276	ARG-CSC-26	-0.42237854349553655	-
2764	BRD-K78278890	NM-PP1	-0.4223781358695526	-
2765	BRD-K09255212	clioquinol	-0.42232473298391365	Chelating agent
2766	BRD-K05433219	sericetin	-0.4222979974922837	-
2767	BRD-K14329163	BAY-K8644	-0.42228517560263445	-
2768	BRD-K91781484	BRD-K91781484	-0.42227557631888474	-
2769	BRD-A97833537	EMF-sumo1-1	-0.4222616564366122	-
2770	BRD-K09638361	SA-63133	-0.4222294309685188	-
2771	BRD-K08554278	bisbenzimide	-0.42219135352667325	DNA binding agent
2772	BRD-K19525698	ozagrel	-0.4221770224652053	Thromboxane synthase inhibitor
2773	BRD-K20152659	gamma-homolinolenic-acid	-0.4221667448881024	-
